monthly_salary,city,city_living_cost_index,goal_type,goal_cost,timeline_years,income_growth_rate,monthly_living_cost,disposable_income,monthly_investment_required,investment_to_income_ratio,verdict
13488270,Bandung,4,Emergency Fund,30000000,8,0.0808,5000000,8488270,461705,0.0544,green
5053063,Jakarta Pusat,2,Retirement,1188000000,21,0.1255,7500000,0,13133824,1.0,red
5635266,Jakarta Pusat,2,Custom,492655516,21,0.084,7500000,0,5446507,1.0,red
5223889,Jakarta Utara,3,Emergency Fund,36000000,3,0.0924,6000000,0,1157625,1.0,red
24950453,Jakarta Selatan,1,Emergency Fund,51000000,22,0.0663,8500000,16450453,565107,0.0344,green
6967171,Yogyakarta,6,Custom,406442135,5,0.1098,4000000,2967171,8645577,2.0,red
6242389,Medan,7,Higher Education,80000000,25,0.1314,3500000,2742389,266667,0.0972,green
17220162,Yogyakarta,6,Wedding,80000000,28,0.1053,4000000,13220162,933364,0.0706,green
6856845,Surabaya,5,Wedding,200000000,20,0.1384,5500000,1356845,2211081,1.6296,red
5127900,Jakarta Selatan,1,Emergency Fund,51000000,13,0.0877,8500000,0,616462,1.0,red
22665356,Medan,7,Higher Education,200000000,4,0.0604,3500000,19165356,4166667,0.2174,green
7212071,Bali (Denpasar),8,Wedding,30000000,8,0.1367,6500000,712071,461705,0.6484,red
7868667,Jakarta Selatan,1,Property,2268000000,11,0.1469,8500000,0,17181818,1.0,red
16564047,Jakarta Selatan,1,Education,113264608,10,0.1089,8500000,8064047,943872,0.117,green
19558022,Jakarta Pusat,2,Higher Education,200000000,19,0.077,7500000,12058022,877193,0.0727,green
10999781,Bali (Denpasar),8,Wedding,80000000,3,0.1118,6500000,4499781,2572500,0.5717,red
10717462,Bali (Denpasar),8,Retirement,540000000,21,0.0559,6500000,4217462,5969920,1.4155,red
5036325,Surabaya,5,Education,165486734,6,0.1156,5500000,0,2298427,1.0,red
7323961,Medan,7,Retirement,1800000000,7,0.1349,3500000,3823961,30152152,2.0,red
22458017,Bali (Denpasar),8,Higher Education,150000000,18,0.0686,6500000,15958017,694444,0.0435,green
35340567,Bali (Denpasar),8,Education,216837600,5,0.0612,6500000,28840567,3613960,0.1253,green
6845039,Semarang,9,Education,169563824,20,0.1251,3800000,3045039,706516,0.232,green
5375701,Bali (Denpasar),8,Wedding,80000000,18,0.088,6500000,0,891340,1.0,red
19847179,Makassar,10,Education,106153903,27,0.0737,4200000,15647179,327636,0.0209,green
6650276,Makassar,10,Higher Education,200000000,22,0.1229,4200000,2450276,757576,0.3092,yellow
5592411,Jakarta Selatan,1,Retirement,756000000,14,0.1252,8500000,0,8909692,1.0,red
33828436,Surabaya,5,Higher Education,200000000,16,0.0789,5500000,28328436,1041667,0.0368,green
19842428,Yogyakarta,6,Property,900000000,15,0.1027,4000000,15842428,5000000,0.3156,yellow
5395186,Bandung,4,Custom,269777359,25,0.1372,5000000,395186,3045206,2.0,red
20992023,Surabaya,5,Retirement,3960000000,9,0.0913,5500000,15492023,56882035,2.0,red
23157077,Surabaya,5,Education,189510581,10,0.0612,5500000,17657077,1579255,0.0894,green
7179385,Jakarta Selatan,1,Retirement,1728000000,13,0.0995,8500000,0,20887190,1.0,red
7227044,Medan,7,Education,138846142,15,0.123,3500000,3727044,771367,0.207,green
17862388,Makassar,10,Higher Education,200000000,19,0.1033,4200000,13662388,877193,0.0642,green
7248636,Surabaya,5,Retirement,3600000000,25,0.1058,5500000,1748636,40636259,2.0,red
17530753,Makassar,10,Wedding,80000000,12,0.0758,4200000,13330753,997698,0.0748,green
45756552,Surabaya,5,Higher Education,200000000,9,0.0632,5500000,40256552,1851852,0.046,green
6858768,Bandung,4,Wedding,30000000,25,0.0927,5000000,1858768,338635,0.1822,green
42853840,Jakarta Utara,3,Education,190371147,6,0.0332,6000000,36853840,2644044,0.0717,green
6459793,Jakarta Pusat,2,Emergency Fund,45000000,30,0.1222,7500000,0,540243,1.0,red
6909472,Jakarta Utara,3,Wedding,80000000,28,0.0841,6000000,909472,933364,1.0263,red
21829224,Jakarta Utara,3,Emergency Fund,36000000,25,0.0808,6000000,15829224,406363,0.0257,green
13537864,Bandung,4,Emergency Fund,30000000,29,0.0544,5000000,8537864,354839,0.0416,green
21004237,Yogyakarta,6,Property,540000000,22,0.095,4000000,17004237,2045455,0.1203,green
11775043,Yogyakarta,6,Emergency Fund,24000000,13,0.1194,4000000,7775043,290100,0.0373,green
24254691,Surabaya,5,Wedding,200000000,5,0.0629,5500000,18754691,4254272,0.2268,green
5072575,Yogyakarta,6,Property,900000000,21,0.0991,4000000,1072575,3571429,2.0,red
34075387,Makassar,10,Wedding,80000000,22,0.0736,4200000,29875387,886443,0.0297,green
16872803,Surabaya,5,Education,70150378,9,0.0994,5500000,11372803,649541,0.0571,green
56828657,Bali (Denpasar),8,Higher Education,80000000,24,0.0665,6500000,50328657,277778,0.0055,green
5394048,Semarang,9,Property,1020000000,26,0.1326,3800000,1594048,3269231,2.0,red
5846561,Medan,7,Emergency Fund,21000000,16,0.0973,3500000,2346561,238752,0.1017,green
5815849,Yogyakarta,6,Property,700000000,14,0.11,4000000,1815849,4166667,2.0,red
7559269,Bandung,4,Retirement,1296000000,3,0.1234,5000000,2559269,41674500,2.0,red
11296369,Jakarta Pusat,2,Retirement,4080000000,18,0.1013,7500000,3796369,45458363,2.0,red
26829026,Bali (Denpasar),8,Property,990000000,23,0.043,6500000,20329026,3586957,0.1764,green
6962524,Makassar,10,Property,495000000,27,0.0934,4200000,2762524,1527778,0.553,red
58857466,Semarang,9,Wedding,30000000,12,0.0311,3800000,55057466,374137,0.0068,green
7051262,Jakarta Selatan,1,Wedding,30000000,30,0.1166,8500000,0,360162,1.0,red
11015025,Yogyakarta,6,Education,70431336,8,0.0884,4000000,7015025,733660,0.1046,green
16429458,Surabaya,5,Property,864000000,4,0.1162,5500000,10929458,18000000,1.6469,red
41105679,Medan,7,Custom,280626192,30,0.0573,3500000,37605679,3369028,0.0896,green
7934185,Jakarta Utara,3,Custom,442461065,28,0.135,6000000,1934185,5162216,2.0,red
7270255,Yogyakarta,6,Wedding,80000000,22,0.0813,4000000,3270255,886443,0.2711,green
33357867,Semarang,9,Emergency Fund,22800000,28,0.058,3800000,29557867,266009,0.009,green
18287704,Bali (Denpasar),8,Emergency Fund,39000000,3,0.0825,6500000,11787704,1254094,0.1064,green
7395033,Medan,7,Property,405000000,13,0.126,3500000,3895033,2596154,0.6665,red
24467150,Bali (Denpasar),8,Emergency Fund,39000000,30,0.0631,6500000,17967150,468210,0.0261,green
14146625,Bali (Denpasar),8,Custom,138128366,16,0.1059,6500000,7646625,1570401,0.2054,green
12369322,Bandung,4,Education,129190419,5,0.089,5000000,7369322,2153174,0.2922,green
7691559,Bali (Denpasar),8,Emergency Fund,39000000,3,0.1155,6500000,1191559,1254094,1.0525,red
6091079,Surabaya,5,Higher Education,120000000,24,0.1108,5500000,591079,416667,0.7049,red
29117540,Medan,7,Custom,268411542,23,0.0784,3500000,25617540,2987074,0.1166,green
19520069,Bandung,4,Education,156872422,25,0.1198,5000000,14520069,522908,0.036,green
7060583,Jakarta Utara,3,Property,1960000000,28,0.1169,6000000,1060583,5833333,2.0,red
7194489,Semarang,9,Education,77687111,30,0.1373,3800000,3394489,215798,0.0636,green
6413504,Semarang,9,Education,254813776,14,0.105,3800000,2613504,1516749,0.5804,red
5521285,Surabaya,5,Education,75159370,23,0.0879,5500000,21285,272317,2.0,red
23580398,Jakarta Utara,3,Education,203444355,25,0.0815,6000000,17580398,678148,0.0386,green
15285624,Surabaya,5,Higher Education,150000000,29,0.1064,5500000,9785624,431034,0.044,green
11893971,Jakarta Pusat,2,Emergency Fund,45000000,17,0.0728,7500000,4393971,505592,0.1151,green
7567212,Jakarta Selatan,1,Custom,84685105,5,0.1386,8500000,0,1801367,1.0,red
17689821,Yogyakarta,6,Wedding,30000000,23,0.0752,4000000,13689821,333861,0.0244,green
21388731,Bandung,4,Custom,413328214,30,0.111,5000000,16388731,4962169,0.3028,yellow
13904303,Jakarta Selatan,1,Retirement,1152000000,8,0.1112,8500000,5404303,17729465,2.0,red
6144836,Jakarta Utara,3,Custom,99824267,22,0.1089,6000000,144836,1106106,2.0,red
6264332,Makassar,10,Higher Education,200000000,27,0.1476,4200000,2064332,617284,0.299,green
7732310,Makassar,10,Emergency Fund,25200000,22,0.129,4200000,3532310,279229,0.0791,green
46747057,Semarang,9,Custom,289704149,21,0.0452,3800000,42947057,3202797,0.0746,green
28940314,Yogyakarta,6,Emergency Fund,24000000,10,0.036,4000000,24940314,325779,0.0131,green
5138371,Jakarta Selatan,1,Property,2940000000,23,0.1128,8500000,0,10652174,1.0,red
5899757,Semarang,9,Emergency Fund,22800000,30,0.0834,3800000,2099757,273723,0.1304,green
48373164,Yogyakarta,6,Custom,331779277,18,0.0746,4000000,44373164,3696604,0.0833,green
7383735,Jakarta Utara,3,Higher Education,120000000,23,0.0987,6000000,1383735,434783,0.3142,yellow
10954614,Bandung,4,Emergency Fund,30000000,3,0.0654,5000000,5954614,964688,0.162,green
17878596,Semarang,9,Property,306000000,3,0.0968,3800000,14078596,8500000,0.6038,red
7083351,Bali (Denpasar),8,Emergency Fund,39000000,16,0.1022,6500000,583351,443396,0.7601,red
19028851,Makassar,10,Higher Education,200000000,23,0.0615,4200000,14828851,724638,0.0489,green
18875457,Jakarta Utara,3,Custom,109262047,6,0.0666,6000000,12875457,2033633,0.1579,green
6463001,Yogyakarta,6,Education,168224283,11,0.0984,4000000,2463001,1274426,0.5174,red
19511560,Yogyakarta,6,Education,140463273,14,0.1124,4000000,15511560,836091,0.0539,green
23610702,Jakarta Utara,3,Property,1260000000,15,0.0694,6000000,17610702,7000000,0.3975,yellow
12941466,Jakarta Utara,3,Emergency Fund,36000000,26,0.0813,6000000,6941466,410270,0.0591,green
18055112,Jakarta Selatan,1,Higher Education,200000000,13,0.0505,8500000,9555112,1282051,0.1342,green
14273620,Medan,7,Property,324000000,12,0.1062,3500000,10773620,2250000,0.2088,green
7795261,Semarang,9,Property,459000000,26,0.1372,3800000,3995261,1471154,0.3682,yellow
23197940,Medan,7,Wedding,80000000,16,0.1112,3500000,19697940,909531,0.0462,green
29602119,Jakarta Selatan,1,Retirement,936000000,23,0.0495,8500000,21102119,10416472,0.4936,yellow
7023824,Jakarta Selatan,1,Custom,479314907,7,0.1377,8500000,0,8029098,1.0,red
6909204,Medan,7,Custom,76786115,17,0.1302,3500000,3409204,862721,0.2531,green
33984298,Bandung,4,Custom,348199031,7,0.0492,5000000,28984298,5832750,0.2012,green
6256843,Bandung,4,Emergency Fund,30000000,28,0.143,5000000,1256843,350012,0.2785,green
7249552,Jakarta Pusat,2,Property,2052000000,21,0.1268,7500000,0,8142857,1.0,red
10151968,Jakarta Pusat,2,Property,2052000000,30,0.0597,7500000,2651968,5700000,2.0,red
6913631,Surabaya,5,Higher Education,150000000,18,0.1432,5500000,1413631,694444,0.4912,yellow
53700442,Semarang,9,Retirement,900000000,25,0.0511,3800000,49900442,10159065,0.2036,green
10656086,Surabaya,5,Custom,204425309,25,0.1066,5500000,5156086,2307522,0.4475,yellow
11010768,Surabaya,5,Education,150974466,15,0.0985,5500000,5510768,838747,0.1522,green
5918940,Makassar,10,Emergency Fund,25200000,4,0.1213,4200000,1718940,638141,0.3712,yellow
6350370,Semarang,9,Retirement,2160000000,29,0.1102,3800000,2550370,25548428,2.0,red
20583788,Jakarta Selatan,1,Education,91715050,7,0.0868,8500000,12083788,1091846,0.0904,green
10671677,Jakarta Selatan,1,Emergency Fund,51000000,21,0.0742,8500000,2171677,563826,0.2596,green
6937467,Jakarta Utara,3,Custom,406274117,13,0.1038,6000000,937467,4910836,2.0,red
7031362,Surabaya,5,Emergency Fund,33000000,26,0.1172,5500000,1531362,376081,0.2456,green
40890057,Bandung,4,Education,171397425,26,0.0384,5000000,35890057,549351,0.0153,green
43616945,Bandung,4,Higher Education,120000000,13,0.035,5000000,38616945,769231,0.0199,green
5480075,Jakarta Pusat,2,Wedding,80000000,12,0.1019,7500000,0,997698,1.0,red
29064864,Makassar,10,Retirement,1440000000,30,0.0487,4200000,24864864,17287770,0.6953,red
11323026,Bandung,4,Higher Education,200000000,7,0.0522,5000000,6323026,2380952,0.3766,yellow
6661134,Jakarta Pusat,2,Wedding,200000000,21,0.0918,7500000,0,2211081,1.0,red
7480445,Jakarta Utara,3,Wedding,30000000,14,0.0924,6000000,1480445,353559,0.2388,green
7492066,Bandung,4,Emergency Fund,30000000,26,0.1043,5000000,2492066,341892,0.1372,green
30268252,Jakarta Pusat,2,Retirement,3720000000,30,0.0544,7500000,22768252,44660071,1.9615,red
5977469,Bali (Denpasar),8,Wedding,80000000,10,0.1234,6500000,0,1085930,1.0,red
6426638,Bandung,4,Custom,483812981,23,0.1435,5000000,1426638,5384214,2.0,red
15301911,Yogyakarta,6,Retirement,756000000,19,0.0591,4000000,11301911,8378835,0.7414,red
17001731,Makassar,10,Property,990000000,28,0.1161,4200000,12801731,2946429,0.2302,green
41919260,Yogyakarta,6,Education,172854544,13,0.0594,4000000,37919260,1108042,0.0292,green
7285395,Semarang,9,Property,765000000,16,0.1054,3800000,3485395,3984375,1.1432,red
16651838,Bandung,4,Retirement,3600000000,11,0.1065,5000000,11651838,46645619,2.0,red
5009504,Jakarta Selatan,1,Retirement,2400000000,29,0.1393,8500000,0,28387142,1.0,red
7914599,Medan,7,Higher Education,80000000,24,0.0813,3500000,4414599,277778,0.0629,green
20387986,Makassar,10,Wedding,30000000,4,0.0943,4200000,16187986,759691,0.0469,green
7199154,Semarang,9,Retirement,2376000000,10,0.1355,3800000,3399154,32252114,2.0,red
28143425,Medan,7,Emergency Fund,21000000,27,0.0322,3500000,24643425,241983,0.0098,green
11035443,Bali (Denpasar),8,Emergency Fund,39000000,11,0.1156,6500000,4535443,505328,0.1114,green
22688822,Jakarta Pusat,2,Custom,269432514,16,0.0573,7500000,15188822,3063216,0.2017,green
7062219,Yogyakarta,6,Retirement,1008000000,15,0.1014,4000000,3062219,11641998,2.0,red
10091331,Jakarta Utara,3,Education,69215519,25,0.0866,6000000,4091331,230718,0.0564,green
13633468,Yogyakarta,6,Education,227527514,26,0.0535,4000000,9633468,729255,0.0757,green
5697153,Medan,7,Custom,468152624,25,0.1081,3500000,2197153,5284437,2.0,red
36252350,Surabaya,5,Property,864000000,23,0.0721,5500000,30752350,3130435,0.1018,green
5643884,Jakarta Utara,3,Higher Education,150000000,19,0.1253,6000000,0,657895,1.0,red
23004002,Makassar,10,Higher Education,200000000,22,0.091,4200000,18804002,757576,0.0403,green
13628975,Bandung,4,Custom,298625435,6,0.0712,5000000,8628975,5558148,0.6441,red
7326038,Jakarta Pusat,2,Custom,177923342,20,0.1081,7500000,0,1967015,1.0,red
20825823,Semarang,9,Custom,96236714,19,0.1024,3800000,17025823,1066603,0.0626,green
10702779,Yogyakarta,6,Custom,312469933,10,0.0995,4000000,6702779,4241505,0.6328,red
5740472,Semarang,9,Emergency Fund,22800000,13,0.0858,3800000,1940472,275595,0.142,green
11948949,Semarang,9,Emergency Fund,22800000,6,0.109,3800000,8148949,424364,0.0521,green
23378082,Jakarta Utara,3,Emergency Fund,36000000,21,0.1137,6000000,17378082,397995,0.0229,green
7061058,Makassar,10,Emergency Fund,25200000,29,0.1195,4200000,2861058,298065,0.1042,green
20137716,Medan,7,Retirement,972000000,3,0.0678,3500000,16637716,31255875,1.8786,red
5388802,Bandung,4,Higher Education,80000000,23,0.1292,5000000,388802,289855,0.7455,red
19515096,Surabaya,5,Wedding,80000000,9,0.0534,5500000,14015096,1149132,0.082,green
16490937,Jakarta Pusat,2,Retirement,936000000,30,0.0944,7500000,8990937,11237050,1.2498,red
31510805,Surabaya,5,Custom,373844217,11,0.0711,5500000,26010805,4843943,0.1862,green
17084227,Bali (Denpasar),8,Emergency Fund,39000000,15,0.0953,6500000,10584227,450434,0.0426,green
10539080,Semarang,9,Custom,106575921,5,0.0596,3800000,6739080,2267015,0.3364,yellow
6934498,Surabaya,5,Higher Education,120000000,3,0.1278,5500000,1434498,3333333,2.0,red
35059336,Jakarta Utara,3,Property,1008000000,12,0.0633,6000000,29059336,7000000,0.2409,green
11498002,Makassar,10,Wedding,200000000,4,0.051,4200000,7298002,5064609,0.694,red
5373105,Makassar,10,Retirement,2088000000,19,0.0822,4200000,1173105,23141544,2.0,red
34333632,Semarang,9,Emergency Fund,22800000,28,0.0782,3800000,30533632,266009,0.0087,green
14677958,Jakarta Selatan,1,Education,264282390,24,0.0865,8500000,6177958,917647,0.1485,green
7310475,Semarang,9,Higher Education,150000000,23,0.0884,3800000,3510475,543478,0.1548,green
7217080,Medan,7,Higher Education,200000000,18,0.1044,3500000,3717080,925926,0.2491,green
19945110,Medan,7,Retirement,2760000000,10,0.1115,3500000,16445110,37464576,2.0,red
21705642,Bali (Denpasar),8,Retirement,2160000000,11,0.0645,6500000,15205642,27987371,1.8406,red
46115213,Medan,7,Emergency Fund,21000000,28,0.0636,3500000,42615213,245008,0.0057,green
33370557,Bali (Denpasar),8,Education,211147794,30,0.0796,6500000,26870557,586522,0.0218,green
13074718,Makassar,10,Education,274018778,27,0.0637,4200000,8874718,845737,0.0953,green
18674476,Surabaya,5,Emergency Fund,33000000,17,0.0869,5500000,13174476,370768,0.0281,green
6928457,Jakarta Selatan,1,Emergency Fund,51000000,8,0.1042,8500000,0,784898,1.0,red
6409965,Semarang,9,Education,86825761,7,0.1283,3800000,2609965,1033640,0.396,yellow
13453764,Bali (Denpasar),8,Education,125479175,4,0.0594,6500000,6953764,2614149,0.3759,yellow
6501811,Surabaya,5,Higher Education,120000000,24,0.1474,5500000,1001811,416667,0.4159,yellow
18202895,Jakarta Utara,3,Wedding,80000000,15,0.0616,6000000,12202895,923968,0.0757,green
7530949,Jakarta Pusat,2,Emergency Fund,45000000,14,0.1398,7500000,30949,530339,2.0,red
31892400,Jakarta Utara,3,Retirement,3120000000,7,0.0549,6000000,25892400,52263730,2.0,red
18903414,Medan,7,Education,295294459,6,0.065,3500000,15403414,4101312,0.2663,green
20981839,Jakarta Pusat,2,Retirement,2160000000,4,0.0989,7500000,13481839,54697781,2.0,red
12425072,Bali (Denpasar),8,Emergency Fund,39000000,17,0.1041,6500000,5925072,438180,0.074,green
6374704,Jakarta Selatan,1,Education,242906728,24,0.0914,8500000,0,843426,1.0,red
22531117,Bandung,4,Emergency Fund,30000000,12,0.075,5000000,17531117,374137,0.0213,green
10690851,Makassar,10,Education,178670904,18,0.0725,4200000,6490851,827180,0.1274,green
6286106,Semarang,9,Emergency Fund,22800000,15,0.1082,3800000,2486106,263331,0.1059,green
7704149,Yogyakarta,6,Retirement,1920000000,3,0.1078,4000000,3704149,61740000,2.0,red
7283024,Jakarta Selatan,1,Emergency Fund,51000000,23,0.1245,8500000,0,567564,1.0,red
5173109,Medan,7,Higher Education,80000000,20,0.1204,3500000,1673109,333333,0.1992,green
38521311,Surabaya,5,Emergency Fund,33000000,3,0.0479,5500000,33021311,1061156,0.0321,green
5574779,Bandung,4,Education,259954041,11,0.0871,5000000,574779,1969349,2.0,red
5108056,Jakarta Selatan,1,Wedding,30000000,6,0.0904,8500000,0,558373,1.0,red
16549213,Jakarta Utara,3,Emergency Fund,36000000,28,0.0799,6000000,10549213,420014,0.0398,green
12157215,Medan,7,Custom,430632298,7,0.1126,3500000,8657215,7213606,0.8332,red
21705483,Makassar,10,Education,101170027,10,0.1122,4200000,17505483,843084,0.0482,green
5994694,Medan,7,Higher Education,80000000,29,0.0823,3500000,2494694,229885,0.0921,green
7822354,Surabaya,5,Custom,414895361,10,0.1122,5500000,2322354,5631840,2.0,red
7180248,Bali (Denpasar),8,Emergency Fund,39000000,5,0.1047,6500000,680248,829583,1.2195,red
16949405,Surabaya,5,Custom,468954487,23,0.0698,5500000,11449405,5218858,0.4558,yellow
10000175,Semarang,9,Higher Education,80000000,27,0.0543,3800000,6200175,246914,0.0398,green
32914387,Yogyakarta,6,Emergency Fund,24000000,5,0.0305,4000000,28914387,510513,0.0177,green
26816533,Bandung,4,Higher Education,150000000,6,0.0783,5000000,21816533,2083333,0.0955,green
22726381,Medan,7,Higher Education,120000000,7,0.0927,3500000,19226381,1428571,0.0743,green
22251692,Semarang,9,Retirement,2088000000,6,0.076,3800000,18451692,38862774,2.0,red
51398689,Surabaya,5,Property,720000000,25,0.0571,5500000,45898689,2400000,0.0523,green
20639812,Jakarta Pusat,2,Property,1710000000,12,0.1046,7500000,13139812,11875000,0.9037,red
15425654,Bandung,4,Retirement,1368000000,19,0.0943,5000000,10425654,15161701,1.4543,red
17633358,Bandung,4,Custom,422377844,10,0.1181,5000000,12633358,5733408,0.4538,yellow
5294705,Yogyakarta,6,Custom,106306366,27,0.1445,4000000,1294705,1224970,0.9461,red
7421213,Semarang,9,Higher Education,200000000,22,0.1042,3800000,3621213,757576,0.2092,green
5356623,Jakarta Selatan,1,Custom,245895900,3,0.1309,8500000,0,7907090,1.0,red
